ALPHA_J2000   DELTA_J2000   MAG_AUTO_J   MAGERR_AUTO_J   MAG_AUTO_H   MAGERR_AUTO_H   MAG_AUTO_Ks   MAGERR_AUTO_Ks   MAG_PSF_J   MAGERR_PSF_J   MAG_PSF_H   MAGERR_PSF_H   MAG_PSF_Ks   MAGERR_PSF_Ks   MAG_APER_J   MAGERR_APER_J   MAG_APER_H   MAGERR_APER_H   MAG_APER_Ks   MAGERR_APER_Ks   TILE_ID   ra          dec          J_auto_Oct   A_Ks   Separation            
  197.15326     -61.40349     14.94790     0.02453         14.20794     0.01594         14.17693      0.02097          16.14164    0.02332        15.12619    0.01178        15.06485     0.01437         15.88688     0.02254         15.06003     0.01314         15.02046      0.01652          d122      197.15326   -61.403491   14.95        0.87   0.003600000014234412  
  197.15816     -60.79268     15.65147     0.02599         15.26682     0.03116         15.07008      0.05044          16.46486    0.01699        16.14627    0.01775        16.13012     0.02655         16.46703     0.01926         16.04958     0.01958         15.92148      0.02697          d122      197.15816   -60.792681   15.65        0.54   0.003600000014234412  
  197.15972     -61.65045     16.19414     0.06717         15.27225     0.04141         15.08096      0.04882          16.88283    0.03580        16.16985    0.02479        16.17119     0.03382         16.88886     0.04265         16.14145     0.02922         16.10584      0.03921          d122      197.15972   -61.650451   16.19        0.77   0.0035999999684344247 
  197.15988     -61.5451      16.59992     0.10549         15.65087     0.0694          15.02711      0.06493          16.83940    0.04070        16.21881    0.02873        16.10142     0.03401         16.73449     0.04407         16.02228     0.02955         15.86101      0.0339           d122      197.15988   -61.545101   16.6         0.86   0.003600000014234412  
  197.16022     -61.4801      15.41600     0.04749         14.96025     0.03752         14.92366      0.04441          16.31900    0.03216        15.85742    0.02387        15.85509     0.02987         16.26531     0.03627         15.73037     0.02602         15.72415      0.03273          d122      197.16022   -61.480101   15.42        0.95   0.0035999999684344247 
  197.1784      -61.75841     13.26515     0.00560         12.87431     0.00486         12.92873      0.00665          14.49496    0.00613        13.65449    0.00374        13.68833     0.00462         14.25701     0.00584         13.70734     0.00411         13.73605      0.00524          d122      197.1784    -61.758411   13.27        0.72   0.003600000014234412  
  197.1838      -61.66292     16.33015     0.04397         15.29        0.02963         14.51502      0.02492          17.03695    0.03538        16.01319    0.02028        15.49418     0.01807         16.89217     0.03703         15.9066      0.02223         15.34662      0.0192           d122      197.1838    -61.662921   16.33        0.71   0.003600000014234412  
  197.19101     -61.52463     16.16650     0.07139         15.53907     0.0541          15.1815       0.05147          16.99584    0.05188        16.25983    0.03258        16.02584     0.03375         16.88128     0.05678         16.26437     0.04003         15.98992      0.04024          d122      197.19101   -61.524631   16.17        0.92   0.003600000014234412  
  197.1999      -61.59066     14.79908     0.02056         14.28951     0.01743         14.32885      0.02318          16.01471    0.01855        15.49855    0.01426        15.44656     0.01833         15.92119     0.02003         15.36265     0.01528         15.31633      0.01981          d122      197.1999    -61.590661   14.8         0.79   0.003600000014234412  
  197.20438     -61.64184     15.00244     0.02099         14.21016     0.01606         13.96295      0.01916          15.84430    0.01485        15.66924    0.01502        15.31968     0.01551         16.03750     0.01929         15.39109     0.01437         15.14476      0.01619          d122      197.20438   -61.641841   15.0         0.72   0.0035999999684344247 
  197.21702     -60.9346      14.98641     0.02415         13.94353     0.01281         13.51072      0.01246          16.02859    0.01617        14.93475    0.00858        14.49315     0.0081          15.90860     0.01701         14.80546     0.00901         14.37743      0.00862          d122      197.21702   -60.934601   14.99        0.72   0.0035999999684344247 
  197.23438     -61.46761     15.49109     0.04836         13.49086     0.01654         13.41237      0.02303          15.82450    0.02148        14.44089    0.00789        14.13781     0.00755         15.77010     0.02387         15.02525     0.01449         14.45066      0.01106          d122      197.23438   -61.467611   15.49        0.96   0.003600000014234412  
  197.24865     -61.75005     15.75808     0.03556         15.25351     0.03227         14.90535      0.03725          16.82575    0.02674        16.06572    0.01944        15.89633     0.02413         16.71854     0.02881         16.02145     0.02232         15.83598      0.02763          d122      197.24865   -61.750051   15.76        0.65   0.0035999999684344247 
  197.25244     -61.54658     14.24962     0.01208         13.33576     0.00868         13.31301      0.01075          14.93924    0.00984        14.10003    0.0055         13.99285     0.00622         14.90905     0.01053         14.22031     0.00666         14.06864      0.00743          d122      197.25244   -61.546581   14.25        0.85   0.003600000014234412  
  197.2726      -61.13872     16.99333     0.07143         15.0957      0.04175         14.58246      0.03715          17.12576    0.04444        16.06957    0.02314        15.80862     0.02494         17.14028     0.05365         16.09574     0.02874         15.88421      0.03268          d122      197.2726    -61.138721   16.99        0.79   0.0035999999684344247 
  197.30657     -61.28034     15.69361     0.04119         14.69301     0.02602         14.49688      0.02756          16.74739    0.03361        15.7946     0.01879        15.38172     0.01762         16.68205     0.03804         15.63887     0.02012         15.25183      0.01927          d122      197.30657   -61.280341   15.69        0.81   0.003600000014234412  
  197.31219     -61.72387     16.24650     0.03790         15.2324      0.02972         14.98134      0.03513          16.68724    0.02341        15.9539     0.01712        15.87808     0.02317         16.67348     0.02666         15.91893     0.0198          15.73847      0.02496          d122      197.31219   -61.723871   16.25        0.63   0.003600000014234412  
  197.3238      -60.74604     13.11033     0.00405         12.49525     0.00343         12.45967      0.00433          14.23386    0.00430        13.56924    0.00306        13.51825     0.00361         14.34050     0.00481         13.6368      0.00335         13.55655      0.00405          d122      197.3238    -60.746041   13.11        0.52   0.0035999999684344247 
  197.32579     -61.28603     14.47246     0.01237         13.49698     0.00825         13.04086      0.00941          15.10772    0.01027        14.34648    0.0062         14.08177     0.00635         15.02313     0.01068         14.23668     0.00652         13.97919      0.00676          d122      197.32579   -61.286031   14.47        0.81   0.003600000014234412  
  197.33031     -60.8924      16.04518     0.05568         14.93048     0.03334         14.411        0.02913          17.23677    0.04111        16.15014    0.02259        15.61691     0.01989         17.12117     0.04471         16.01362     0.02437         15.43501      0.02079          d122      197.33031   -60.892401   16.05        0.71   0.003600000014234412  
